,High
2011-04-10,246.7100067138672
2011-04-11,246.7100067138672
2011-04-12,244.6100006103516
2011-04-13,243.3300018310547
2011-04-14,234.7400054931641
2011-04-15,237.0
2011-04-16,240.47000122070312
2011-04-17,239.00999450683597
2011-04-18,207.5800018310547
2011-04-19,208.6000061035156
2011-04-20,218.3999938964844
2011-04-21,218.88999938964844
2011-04-22,216.2100067138672
2011-04-23,216.7899932861328
2011-04-24,218.5
2011-04-25,218.22999572753903
2011-04-26,220.1999969482422
2011-04-27,219.3500061035156
2011-04-28,215.6999969482422
2011-04-29,214.05999755859372
2011-04-30,217.8800048828125
2011-05-01,222.3500061035156
2011-05-02,220.3300018310547
2011-05-03,216.97000122070312
2011-05-04,212.8999938964844
2011-05-05,205.33999633789062
2011-05-06,193.3600006103516
2011-05-07,194.0399932861328
2011-05-08,194.6000061035156
2011-05-09,190.8300018310547
2011-05-10,194.6199951171875
2011-05-11,195.5
2011-05-12,195.3000030517578
2011-05-13,198.07000732421875
2011-05-14,199.66000366210938
2011-05-15,199.0
2011-05-16,198.32000732421875
2011-05-17,196.7100067138672
2011-05-18,195.88999938964844
2011-05-19,193.9499969482422
2011-05-20,191.1499938964844
2011-05-21,189.67999267578125
2011-05-22,180.75
2011-05-23,184.8000030517578
2011-05-24,184.41000366210938
2011-05-25,183.1699981689453
2011-05-26,183.1699981689453
2011-05-27,183.5
2011-05-28,179.6699981689453
2011-05-29,179.67999267578125
2011-05-30,178.58999633789062
2011-05-31,176.64999389648438
2011-06-01,174.5500030517578
2011-06-02,175.1699981689453
2011-06-03,179.47999572753906
2011-06-04,180.5
2011-06-05,178.25
2011-06-06,184.6499938964844
2011-06-07,184.3699951171875
2011-06-08,182.3999938964844
2011-06-09,180.7700042724609
2011-06-10,179.49000549316406
2011-06-11,178.8000030517578
2011-06-12,183.3000030517578
2011-06-13,190.25
2011-06-14,195.94000244140625
2011-06-15,192.8999938964844
2011-06-16,191.72999572753903
2011-06-17,188.41000366210938
2011-06-18,188.1699981689453
2011-06-19,194.8500061035156
2011-06-20,196.5
2011-06-21,195.0
2011-06-22,195.6300048828125
2011-06-23,179.9499969482422
2011-06-24,181.94000244140625
2011-06-25,187.8999938964844
2011-06-26,186.55999755859372
2011-06-27,184.94000244140625
2011-06-28,186.4900054931641
2011-06-29,185.69000244140625
2011-06-30,187.6300048828125
2011-07-01,192.5
2011-07-02,193.57000732421875
2011-07-03,191.5399932861328
2011-07-04,181.67999267578125
2011-07-05,183.41000366210938
2011-07-06,184.75
2011-07-07,182.9900054931641
2011-07-08,180.75
2011-07-09,180.7400054931641
2011-07-10,179.19000244140625
2011-07-11,184.2899932861328
2011-07-12,184.0
2011-07-13,180.4900054931641
2011-07-14,181.83999633789062
2011-07-15,181.82000732421875
2011-07-16,183.5
2011-07-17,185.5
2011-07-18,188.3800048828125
2011-07-19,187.1999969482422
2011-07-20,185.3999938964844
2011-07-21,184.8699951171875
2011-07-22,184.32000732421875
2011-07-23,184.42999267578125
2011-07-24,185.67999267578125
2011-07-25,186.67999267578125
2011-07-26,194.41000366210938
2011-07-27,194.27999877929688
2011-07-28,194.05999755859372
2011-07-29,196.1999969482422
2011-07-30,202.97000122070312
2011-07-31,209.8500061035156
2011-08-01,207.0
2011-08-02,205.30999755859372
2011-08-03,206.8500061035156
2011-08-04,199.8999938964844
2011-08-05,202.38999938964844
2011-08-06,197.67999267578125
2011-08-07,196.02999877929688
2011-08-08,194.1999969482422
2011-08-09,193.5200042724609
2011-08-10,191.97000122070312
2011-08-11,192.25999450683597
2011-08-12,189.94000244140625
2011-08-13,189.47000122070312
2011-08-14,190.0399932861328
2011-08-15,193.4499969482422
2011-08-16,194.5500030517578
2011-08-17,193.47999572753903
2011-08-18,188.9900054931641
2011-08-19,190.6999969482422
2011-08-20,194.8000030517578
2011-08-21,196.3600006103516
2011-08-22,228.69000244140625
2011-08-23,233.83999633789062
2011-08-24,232.97000122070312
2011-08-25,231.44000244140625
2011-08-26,232.52999877929688
2011-08-27,229.72000122070312
2011-08-28,226.8699951171875
2011-08-29,225.38999938964844
2011-08-30,225.77999877929688
2011-08-31,229.0800018310547
2011-09-01,230.67999267578125
2011-09-02,227.2899932861328
2011-09-03,230.6100006103516
2011-09-04,228.0
2011-09-05,226.0
2011-09-06,219.6300048828125
2011-09-07,219.97999572753903
2011-09-08,218.8699951171875
2011-09-09,217.5500030517578
2011-09-10,217.66000366210938
2011-09-11,215.97999572753903
2011-09-12,216.5500030517578
2011-09-13,212.97999572753903
2011-09-14,213.7899932861328
2011-09-15,211.22999572753903
2011-09-16,215.3500061035156
2011-09-17,216.8600006103516
2011-09-18,218.3999938964844
2011-09-19,221.4900054931641
2011-09-20,219.4199981689453
2011-09-21,220.8699951171875
2011-09-22,218.0
2011-09-23,217.3800048828125
2011-09-24,216.5
2011-09-25,219.3300018310547
2011-09-26,223.75999450683597
2011-09-27,225.1999969482422
2011-09-28,224.7400054931641
2011-09-29,226.02999877929688
2011-09-30,222.50999450683597
2011-10-01,221.58999633789062
2011-10-02,226.38999938964844
2011-10-03,227.5
2011-10-04,224.6199951171875
2011-10-05,228.3500061035156
2011-10-06,229.33999633789062
2011-10-07,229.52999877929688
2011-10-08,230.5
2011-10-09,228.8999938964844
2011-10-10,226.0
2011-10-11,227.13999938964844
2011-10-12,221.7400054931641
2011-10-13,217.3000030517578
2011-10-14,219.30999755859372
2011-10-15,218.30999755859372
2011-10-16,217.94000244140625
2011-10-17,218.6699981689453
2011-10-18,227.5
2011-10-19,229.38999938964844
2011-10-20,226.5800018310547
2011-10-21,226.6100006103516
2011-10-22,222.5
2011-10-23,221.4499969482422
2011-10-24,238.33999633789062
2011-10-25,240.7400054931641
2011-10-26,236.3000030517578
2011-10-27,234.3800048828125
2011-10-28,234.33999633789062
2011-10-29,236.4900054931641
2011-10-30,235.7400054931641
2011-10-31,238.0
2011-11-01,236.4499969482422
2011-11-02,235.9900054931641
2011-11-03,234.8500061035156
2011-11-04,234.3699951171875
2011-11-05,236.72000122070312
2011-11-06,238.13999938964844
2011-11-07,242.82000732421875
2011-11-08,243.3500061035156
2011-11-09,241.6499938964844
2011-11-10,243.8500061035156
2011-11-11,244.8999938964844
2011-11-12,243.47999572753903
2011-11-13,246.8699951171875
2011-11-14,247.5
2011-11-15,246.77999877929688
2011-11-16,247.6100006103516
2011-11-17,250.0
2011-11-18,249.4499969482422
2011-11-19,251.0
2011-11-20,248.6100006103516
2011-11-21,252.6999969482422
2011-11-22,259.42001342773443
2011-11-23,260.0
2011-11-24,257.60000610351557
2011-11-25,257.77999877929693
2011-11-26,262.0
2011-11-27,264.1099853515625
2011-11-28,261.25
2011-11-29,260.5
2011-11-30,262.83999633789057
2011-12-01,260.8699951171875
2011-12-02,262.0
2011-12-03,255.6000061035156
2011-12-04,258.95001220703125
2011-12-05,254.6100006103516
2011-12-06,257.39999389648443
2011-12-07,257.0
2011-12-08,256.16000366210943
2011-12-09,253.1499938964844
2011-12-10,256.10000610351557
2011-12-11,261.51998901367193
2011-12-12,261.89999389648443
2011-12-13,259.79998779296875
2011-12-14,259.35000610351557
2011-12-15,252.4600067138672
2011-12-16,249.3000030517578
2011-12-17,245.4600067138672
2011-12-18,244.77999877929688
2011-12-19,245.7700042724609
2011-12-20,248.8000030517578
2011-12-21,250.91000366210938
2011-12-22,246.82000732421875
2011-12-23,238.9499969482422
2011-12-24,236.5
2011-12-25,235.94000244140625
2011-12-26,230.9199981689453
2011-12-27,238.7100067138672
2011-12-28,238.6999969482422
2011-12-29,234.5500030517578
2011-12-30,237.3999938964844
2011-12-31,234.8300018310547
2012-01-01,237.75
2012-01-02,235.66000366210938
2012-01-03,233.4499969482422
2012-01-04,230.97000122070312
2012-01-05,229.22000122070312
2012-01-06,227.8999938964844
2012-01-07,227.41000366210938
2012-01-08,225.16000366210938
2012-01-09,226.25
2012-01-10,232.5
2012-01-11,233.82000732421875
2012-01-12,238.6699981689453
2012-01-13,240.0
2012-01-14,244.32000732421875
2012-01-15,245.6699981689453
2012-01-16,247.22999572753903
2012-01-17,252.47999572753903
2012-01-18,252.6499938964844
2012-01-19,254.16000366210938
2012-01-20,253.0
2012-01-21,255.5500030517578
2012-01-22,255.1699981689453
2012-01-23,255.2100067138672
2012-01-24,254.77999877929688
2012-01-25,253.47999572753903
2012-01-26,254.3600006103516
2012-01-27,254.5399932861328
2012-01-28,251.8999938964844
2012-01-29,254.0
2012-01-30,263.1099853515625
2012-01-31,261.67001342773443
2012-02-01,262.41000366210943
2012-02-02,258.3800048828125
2012-02-03,259.5
2012-02-04,257.42001342773443
2012-02-05,249.3500061035156
2012-02-06,247.44000244140625
2012-02-07,252.41000366210938
2012-02-08,258.10000610351557
2012-02-09,260.8800048828125
2012-02-10,259.79998779296875
2012-02-11,269.73001098632807
2012-02-12,268.98001098632807
2012-02-13,269.5
2012-02-14,268.739990234375
2012-02-15,268.42999267578125
2012-02-16,274.260009765625
2012-02-17,272.73001098632807
2012-02-18,271.239990234375
2012-02-19,271.97000122070307
2012-02-20,274.5
2012-02-21,272.10000610351557
2012-02-22,271.08999633789057
2012-02-23,276.64999389648443
2012-02-24,284.7200012207031
2012-02-25,284.4800109863281
2012-02-26,275.45999145507807
2012-02-27,284.20001220703125
2012-02-28,275.94000244140625
2012-02-29,268.92999267578125
2012-03-01,264.67999267578125
2012-03-02,268.02999877929693
2012-03-03,266.8900146484375
2012-03-04,264.10000610351557
2012-03-05,265.25
2012-03-06,263.25
2012-03-07,260.16000366210943
2012-03-08,269.95999145507807
2012-03-09,270.64999389648443
2012-03-10,268.92001342773443
2012-03-11,270.1099853515625
2012-03-12,274.29998779296875
2012-03-13,269.48001098632807
2012-03-14,267.1099853515625
2012-03-15,268.69000244140625
2012-03-16,262.04000854492193
2012-03-17,265.82998657226557
2012-03-18,267.0
2012-03-19,266.60000610351557
2012-03-20,273.29998779296875
2012-03-21,276.67999267578125
2012-03-22,276.489990234375
2012-03-23,274.79998779296875
2012-03-24,275.44000244140625
2012-03-25,273.989990234375
2012-03-26,277.39999389648443
2012-03-27,276.5
2012-03-28,270.0
2012-03-29,267.260009765625
2012-03-30,261.489990234375
2012-03-31,259.5
2012-04-01,259.760009765625
2012-04-02,257.0
2012-04-03,257.76998901367193
2012-04-04,259.42999267578125
2012-04-05,261.48001098632807
2012-04-06,265.92999267578125
2012-04-07,267.3800048828125
2012-04-08,267.39999389648443
2012-04-09,265.8900146484375
2012-04-10,263.67001342773443
2012-04-11,260.41000366210943
2012-04-12,256.17999267578125
2012-04-13,259.67999267578125
2012-04-14,262.6099853515625
2012-04-15,265.98001098632807
2012-04-16,270.97000122070307
2012-04-17,273.26998901367193
2012-04-18,275.1199951171875
2012-04-19,272.79998779296875
2012-04-20,270.85000610351557
2012-04-21,266.989990234375
2012-04-22,262.8800048828125
2012-04-23,264.60000610351557
2012-04-24,269.8699951171875
2012-04-25,271.47000122070307
2012-04-26,275.79998779296875
2012-04-27,272.01998901367193
2012-04-28,257.010009765625
2012-04-29,254.67999267578125
2012-04-30,254.1999969482422
2012-05-01,252.92999267578125
2012-05-02,259.25
2012-05-03,259.5
2012-05-04,259.739990234375
2012-05-05,260.29998779296875
2012-05-06,263.54998779296875
2012-05-07,263.64999389648443
2012-05-08,265.8800048828125
2012-05-09,269.39999389648443
2012-05-10,269.04998779296875
2012-05-11,268.42999267578125
2012-05-12,269.98001098632807
2012-05-13,271.79000854492193
2012-05-14,270.76998901367193
2012-05-15,267.58999633789057
2012-05-16,263.17001342773443
2012-05-17,261.92999267578125
2012-05-18,271.10000610351557
2012-05-19,268.25
2012-05-20,268.57000732421875
2012-05-21,271.91000366210943
2012-05-22,269.1099853515625
2012-05-23,268.8800048828125
2012-05-24,271.66000366210943
2012-05-25,270.5
2012-05-26,280.10000610351557
2012-05-27,282.4700012207031
2012-05-28,278.41000366210943
2012-05-29,276.79998779296875
2012-05-30,276.79998779296875
2012-05-31,277.07000732421875
2012-06-01,280.20001220703125
2012-06-02,282.9100036621094
2012-06-03,283.3399963378906
2012-06-04,278.60000610351557
2012-06-05,275.83999633789057
2012-06-06,273.16000366210943
2012-06-07,273.47000122070307
2012-06-08,277.98001098632807
2012-06-09,280.20001220703125
2012-06-10,279.82998657226557
2012-06-11,283.2900085449219
2012-06-12,286.5799865722656
2012-06-13,285.3999938964844
2012-06-14,286.3800048828125
2012-06-15,291.6700134277344
2012-06-16,292.57000732421875
2012-06-17,293.3399963378906
2012-06-18,300.69000244140625
2012-06-19,307.54998779296875
2012-06-20,307.989990234375
2012-06-21,309.3900146484375
2012-06-22,308.79998779296875
2012-06-23,306.3399963378906
2012-06-24,305.7900085449219
2012-06-25,309.25
2012-06-26,305.05999755859375
2012-06-27,303.8399963378906
2012-06-28,304.5
2012-06-29,313.6199951171875
2012-06-30,313.0
2012-07-01,309.7799987792969
2012-07-02,305.1499938964844
2012-07-03,306.2099914550781
2012-07-04,305.3299865722656
2012-07-05,303.6199951171875
2012-07-06,301.3599853515625
2012-07-07,300.989990234375
2012-07-08,298.5199890136719
2012-07-09,299.2699890136719
2012-07-10,299.0799865722656
2012-07-11,296.3699951171875
2012-07-12,294.2900085449219
2012-07-13,289.29998779296875
2012-07-14,288.3299865722656
2012-07-15,289.55999755859375
2012-07-16,289.510009765625
2012-07-17,288.5
2012-07-18,289.8699951171875
2012-07-19,291.5
2012-07-20,291.04998779296875
2012-07-21,285.2799987792969
2012-07-22,283.0
2012-07-23,285.9800109863281
2012-07-24,284.8699951171875
2012-07-25,291.3900146484375
2012-07-26,295.2300109863281
2012-07-27,297.0
2012-07-28,298.8800048828125
2012-07-29,299.9599914550781
2012-07-30,301.0
2012-07-31,301.8599853515625
2012-08-01,302.0
2012-08-02,300.2200012207031
2012-08-03,301.0
2012-08-04,304.6499938964844
2012-08-05,312.739990234375
2012-08-06,314.5400085449219
2012-08-07,320.57000732421875
2012-08-08,315.8999938964844
2012-08-09,318.0799865722656
2012-08-10,316.7099914550781
2012-08-11,319.3699951171875
2012-08-12,317.2099914550781
2012-08-13,315.30999755859375
2012-08-14,321.0
2012-08-15,321.7300109863281
2012-08-16,322.9200134277344
2012-08-17,319.20001220703125
2012-08-18,315.3399963378906
2012-08-19,311.54998779296875
2012-08-20,303.5
2012-08-21,306.70001220703125
2012-08-22,310.92999267578125
2012-08-23,311.6499938964844
2012-08-24,310.7900085449219
2012-08-25,310.79998779296875
2012-08-26,311.0
2012-08-27,331.8900146484375
2012-08-28,330.0
2012-08-29,337.1099853515625
2012-08-30,331.7200012207031
2012-08-31,332.6499938964844
2012-09-01,368.3999938964844
2012-09-02,362.75
2012-09-03,362.8900146484375
2012-09-04,365.0
2012-09-05,366.0
2012-09-06,365.7699890136719
2012-09-07,361.0
2012-09-08,360.1700134277344
2012-09-09,362.8699951171875
2012-09-10,357.8999938964844
2012-09-11,351.04998779296875
2012-09-12,355.3699951171875
2012-09-13,355.4800109863281
2012-09-14,356.2200012207031
2012-09-15,368.9400024414063
2012-09-16,372.8999938964844
2012-09-17,373.489990234375
2012-09-18,368.7799987792969
2012-09-19,367.55999755859375
2012-09-20,369.25
2012-09-21,374.5
2012-09-22,377.7900085449219
2012-09-23,382.5
2012-09-24,387.0
2012-09-25,394.1000061035156
2012-09-26,399.0
2012-09-27,390.95001220703125
2012-09-28,389.6900024414063
2012-09-29,386.6499938964844
2012-09-30,388.3500061035156
2012-10-01,388.2099914550781
2012-10-02,389.05999755859375
2012-10-03,388.9800109863281
2012-10-04,385.0
2012-10-05,389.4200134277344
2012-10-06,391.70001220703125
2012-10-07,391.3599853515625
2012-10-08,396.2999877929688
2012-10-09,397.2900085449219
2012-10-10,404.7200012207031
2012-10-11,405.0
2012-10-12,403.7200012207031
2012-10-13,404.5199890136719
2012-10-14,405.6300048828125
2012-10-15,399.9200134277344
2012-10-16,398.8299865722656
2012-10-17,399.3599853515625
2012-10-18,402.7099914550781
2012-10-19,397.0
2012-10-20,398.4700012207031
2012-10-21,403.0
2012-10-22,406.8900146484375
2012-10-23,403.760009765625
2012-10-24,399.7799987792969
2012-10-25,398.6300048828125
2012-10-26,399.30999755859375
2012-10-27,399.2900085449219
2012-10-28,403.489990234375
2012-10-29,407.7999877929688
2012-10-30,408.05999755859375
2012-10-31,406.1700134277344
2012-11-01,400.20001220703125
2012-11-02,394.1000061035156
2012-11-03,394.739990234375
2012-11-04,392.8500061035156
2012-11-05,406.25
2012-11-06,375.45001220703125
2012-11-07,360.8500061035156
2012-11-08,354.0
2012-11-09,349.3699951171875
2012-11-10,354.82000732421875
2012-11-11,361.7999877929688
2012-11-12,365.0
2012-11-13,363.6099853515625
2012-11-14,357.75
2012-11-15,357.20001220703125
2012-11-16,359.3399963378906
2012-11-17,355.7300109863281
2012-11-18,354.5400085449219
2012-11-19,350.4599914550781
2012-11-20,354.1400146484375
2012-11-21,353.0
2012-11-22,361.0799865722656
2012-11-23,364.75
2012-11-24,360.5899963378906
2012-11-25,365.8699951171875
2012-11-26,360.9599914550781
2012-11-27,365.67999267578125
2012-11-28,372.7300109863281
2012-11-29,375.3299865722656
2012-11-30,374.989990234375
2012-12-01,372.7300109863281
2012-12-02,372.7999877929688
2012-12-03,371.1600036621094
2012-12-04,383.1099853515625
2012-12-05,378.5700073242188
2012-12-06,378.8500061035156
2012-12-07,379.0
2012-12-08,379.0
2012-12-09,373.0
2012-12-10,372.8399963378906
2012-12-11,361.5
2012-12-12,358.9700012207031
2012-12-13,357.6000061035156
2012-12-14,344.0
2012-12-15,347.0
2012-12-16,346.2900085449219
2012-12-17,344.42999267578125
2012-12-18,348.29998779296875
2012-12-19,342.5
2012-12-20,335.44000244140625
2012-12-21,324.94000244140625
2012-12-22,328.0
2012-12-23,332.17999267578125
2012-12-24,331.0
2012-12-25,316.5
2012-12-26,320.4800109863281
2012-12-27,318.2799987792969
2012-12-28,324.0
2012-12-29,328.6600036621094
2012-12-30,331.1499938964844
2012-12-31,337.5
2013-01-01,333.1300048828125
2013-01-02,337.3999938964844
2013-01-03,316.489990234375
2013-01-04,304.3900146484375
2013-01-05,301.8399963378906
2013-01-06,304.55999755859375
2013-01-07,310.4800109863281
2013-01-08,313.2900085449219
2013-01-09,310.2300109863281
2013-01-10,309.80999755859375
2013-01-11,296.3999938964844
2013-01-12,295.8800048828125
2013-01-13,293.67999267578125
2013-01-14,303.3399963378906
2013-01-15,305.6000061035156
2013-01-16,304.6400146484375
2013-01-17,299.20001220703125
2013-01-18,298.8800048828125
2013-01-19,299.0
2013-01-20,304.4599914550781
2013-01-21,305.9599914550781
2013-01-22,308.5400085449219
2013-01-23,312.3500061035156
2013-01-24,314.6300048828125
2013-01-25,313.82000732421875
2013-01-26,314.8699951171875
2013-01-27,314.6499938964844
2013-01-28,312.6000061035156
2013-01-29,307.9200134277344
2013-01-30,309.5
2013-01-31,327.94000244140625
2013-02-01,330.8800048828125
2013-02-02,333.0
2013-02-03,335.5
2013-02-04,340.7200012207031
2013-02-05,335.54998779296875
2013-02-06,329.29998779296875
2013-02-07,328.69000244140625
2013-02-08,331.3399963378906
2013-02-09,335.75
2013-02-10,338.8999938964844
2013-02-11,328.2200012207031
2013-02-12,327.54998779296875
2013-02-13,329.7300109863281
2013-02-14,328.1499938964844
2013-02-15,328.6499938964844
2013-02-16,326.5199890136719
2013-02-17,326.9800109863281
2013-02-18,333.20001220703125
2013-02-19,336.760009765625
2013-02-20,338.29998779296875
2013-02-21,337.54998779296875
2013-02-22,333.739990234375
2013-02-23,330.20001220703125
2013-02-24,329.9800109863281
2013-02-25,347.0
2013-02-26,355.7699890136719
2013-02-27,355.5899963378906
2013-02-28,359.32000732421875
2013-03-01,356.9599914550781
2013-03-02,359.67999267578125
2013-03-03,361.7099914550781
2013-03-04,362.92999267578125
2013-03-05,360.6300048828125
2013-03-06,364.8500061035156
2013-03-07,324.8699951171875
2013-03-08,324.82000732421875
2013-03-09,322.8999938964844
2013-03-10,322.7300109863281
2013-03-11,320.67999267578125
2013-03-12,315.8299865722656
2013-03-13,316.17999267578125
2013-03-14,314.54998779296875
2013-03-15,315.7799987792969
2013-03-16,315.8800048828125
2013-03-17,317.32000732421875
2013-03-18,320.3800048828125
2013-03-19,321.30999755859375
2013-03-20,331.7200012207031
2013-03-21,334.0899963378906
2013-03-22,335.0
2013-03-23,337.79998779296875
2013-03-24,335.80999755859375
2013-03-25,337.1600036621094
2013-03-26,336.5799865722656
2013-03-27,334.0799865722656
2013-03-28,336.7699890136719
2013-03-29,344.3599853515625
2013-03-30,346.6700134277344
2013-03-31,341.7900085449219
2013-04-01,341.82000732421875
2013-04-02,342.5
2013-04-03,343.2699890136719
2013-04-04,349.3800048828125
2013-04-05,346.8299865722656
2013-04-06,345.80999755859375
2013-04-07,341.760009765625
2013-04-08,334.9800109863281
2013-04-09,333.010009765625
2013-04-10,332.8900146484375
2013-04-11,331.3299865722656
2013-04-12,329.4800109863281
2013-04-13,328.0
2013-04-14,327.1000061035156
2013-04-15,332.760009765625
2013-04-16,329.489990234375
2013-04-17,327.6000061035156
2013-04-18,329.44000244140625
2013-04-19,328.5400085449219
2013-04-20,323.5
2013-04-21,323.75
2013-04-22,323.42999267578125
2013-04-23,322.1700134277344
2013-04-24,318.5299987792969
2013-04-25,325.1600036621094
2013-04-26,324.1300048828125
2013-04-27,322.0
2013-04-28,324.1099853515625
2013-04-29,322.2699890136719
2013-04-30,317.7699890136719
2013-05-01,313.20001220703125
2013-05-02,312.239990234375
2013-05-03,307.8999938964844
2013-05-04,306.82000732421875
2013-05-05,309.20001220703125
2013-05-06,306.5299987792969
2013-05-07,315.6400146484375
2013-05-08,318.9800109863281
2013-05-09,316.79998779296875
2013-05-10,293.80999755859375
2013-05-11,290.4200134277344
2013-05-12,298.0
2013-05-13,299.6099853515625
2013-05-14,299.739990234375
2013-05-15,305.7200012207031
2013-05-16,308.010009765625
2013-05-17,304.25
2013-05-18,304.0
2013-05-19,297.0
2013-05-20,299.989990234375
2013-05-21,305.79998779296875
2013-05-22,312.3800048828125
2013-05-23,312.5799865722656
2013-05-24,317.8900146484375
2013-05-25,332.8800048828125
2013-05-26,328.0
2013-05-27,329.55999755859375
2013-05-28,328.3999938964844
2013-05-29,332.6700134277344
2013-05-30,338.3299865722656
2013-05-31,337.3900146484375
2013-06-01,336.3299865722656
2013-06-02,334.6499938964844
2013-06-03,341.260009765625
2013-06-04,340.6400146484375
2013-06-05,327.92999267578125
2013-06-06,326.7699890136719
2013-06-07,318.5899963378906
2013-06-08,316.92999267578125
2013-06-09,316.55999755859375
2013-06-10,313.6400146484375
2013-06-11,313.19000244140625
2013-06-12,312.6400146484375
2013-06-13,310.6400146484375
2013-06-14,310.8599853515625
2013-06-15,304.489990234375
2013-06-16,299.6700134277344
2013-06-17,304.5
2013-06-18,301.5400085449219
2013-06-19,307.3599853515625
2013-06-20,307.489990234375
2013-06-21,307.0
2013-06-22,310.7799987792969
2013-06-23,314.2699890136719
2013-06-24,313.94000244140625
2013-06-25,312.9800109863281
2013-06-26,314.75
2013-06-27,308.3800048828125
2013-06-28,303.0
2013-06-29,301.2799987792969
2013-06-30,303.1400146484375
2013-07-01,302.8699951171875
2013-07-02,298.510009765625
2013-07-03,301.5
2013-07-04,295.9100036621094
2013-07-05,296.0
2013-07-06,290.7900085449219
2013-07-07,293.3599853515625
2013-07-08,306.0
2013-07-09,312.25
2013-07-10,316.92999267578125
2013-07-11,313.0
2013-07-12,310.239990234375
2013-07-13,311.510009765625
2013-07-14,312.79998779296875
2013-07-15,359.5
2013-07-16,365.0
2013-07-17,367.8200073242188
2013-07-18,367.5
2013-07-19,378.7999877929688
2013-07-20,375.989990234375
2013-07-21,374.4100036621094
2013-07-22,374.2999877929688
2013-07-23,377.1000061035156
2013-07-24,378.510009765625
2013-07-25,383.0
2013-07-26,379.989990234375
2013-07-27,376.739990234375
2013-07-28,381.8800048828125
2013-07-29,383.70001220703125
2013-07-30,384.5400085449219
2013-07-31,380.4800109863281
2013-08-01,387.8500061035156
2013-08-02,389.3699951171875
2013-08-03,385.989990234375
2013-08-04,385.8999938964844
2013-08-05,386.1000061035156
2013-08-06,387.8999938964844
2013-08-07,388.4200134277344
2013-08-08,387.0
2013-08-09,379.3299865722656
2013-08-10,377.7699890136719
2013-08-11,373.3500061035156
2013-08-12,375.5
2013-08-13,373.989990234375
2013-08-14,373.9400024414063
2013-08-15,374.5
2013-08-16,375.989990234375
2013-08-17,377.1099853515625
2013-08-18,379.3699951171875
2013-08-19,381.7699890136719
2013-08-20,375.239990234375
2013-08-21,380.5
2013-08-22,371.3999938964844
2013-08-23,373.1700134277344
2013-08-24,376.1199951171875
2013-08-25,377.70001220703125
2013-08-26,373.1600036621094
2013-08-27,373.2799987792969
2013-08-28,380.20001220703125
2013-08-29,379.30999755859375
2013-08-30,381.5799865722656
2013-08-31,384.4200134277344
2013-09-01,387.1199951171875
2013-09-02,385.2799987792969
2013-09-03,387.80999755859375
2013-09-04,385.7799987792969
2013-09-05,387.45001220703125
2013-09-06,383.55999755859375
2013-09-07,391.9400024414063
2013-09-08,394.6000061035156
2013-09-09,394.2799987792969
2013-09-10,391.8800048828125
2013-09-11,452.6499938964844
2013-09-12,446.989990234375
2013-09-13,439.0
2013-09-14,434.239990234375
2013-09-15,431.75
2013-09-16,425.6400146484375
2013-09-17,429.7699890136719
2013-09-18,427.510009765625
2013-09-19,422.7200012207031
2013-09-20,428.5
2013-09-21,435.20001220703125
2013-09-22,439.0
2013-09-23,433.25
2013-09-24,433.5299987792969
2013-09-25,433.0
2013-09-26,430.3999938964844
2013-09-27,427.2699890136719
2013-09-28,428.239990234375
2013-09-29,427.1000061035156
2013-09-30,436.8999938964844
2013-10-01,432.4400024414063
2013-10-02,427.0
2013-10-03,431.8500061035156
2013-10-04,431.3500061035156
2013-10-05,432.5
2013-10-06,433.1600036621094
2013-10-07,433.2300109863281
2013-10-08,438.3900146484375
2013-10-09,436.760009765625
2013-10-10,430.7999877929688
2013-10-11,426.7999877929688
2013-10-12,427.489990234375
2013-10-13,432.20001220703125
2013-10-14,438.8900146484375
2013-10-15,432.3599853515625
2013-10-16,428.0499877929688
2013-10-17,427.9700012207031
2013-10-18,431.3500061035156
2013-10-19,439.7300109863281
2013-10-20,444.989990234375
2013-10-21,439.239990234375
2013-10-22,447.0400085449219
2013-10-23,446.4700012207031
2013-10-24,443.4700012207031
2013-10-25,443.489990234375
2013-10-26,437.0
2013-10-27,435.5700073242188
2013-10-28,440.0
2013-10-29,438.20001220703125
2013-10-30,439.7300109863281
2013-10-31,437.7300109863281
2013-11-01,435.989990234375
2013-11-02,438.7200012207031
2013-11-03,444.7200012207031
2013-11-04,457.8699951171875
2013-11-05,469.6000061035156
2013-11-06,464.70001220703125
2013-11-07,475.8800048828125
2013-11-08,485.4200134277344
2013-11-09,493.20001220703125
2013-11-10,488.8800048828125
2013-11-11,492.5
2013-11-12,491.6600036621094
2013-11-13,580.5700073242188
2013-11-14,544.9500122070311
2013-11-15,536.3900146484375
2013-11-16,532.969970703125
2013-11-17,539.2000122070311
2013-11-18,542.8400268554689
2013-11-19,540.4400024414061
2013-11-20,536.9500122070311
2013-11-21,539.1400146484375
2013-11-22,542.739990234375
2013-11-23,529.4600219726561
2013-11-24,532.280029296875
2013-11-25,528.97998046875
2013-11-26,527.5
2013-11-27,534.6599731445311
