timestamp,High
2004-08-19,40.47999954223633
2004-08-20,39.90999984741211
2004-08-21,39.90999984741211
2004-08-22,39.90999984741211
2004-08-23,40.0
2004-08-24,39.93000030517578
2004-08-25,40.4900016784668
2004-08-26,40.83000183105469
2004-08-27,40.38999938964844
2004-08-28,40.38999938964844
2004-08-29,40.38999938964844
2004-08-30,39.95000076293945
2004-08-31,38.849998474121094
2004-09-01,39.0099983215332
2004-09-02,39.63999938964844
2004-09-03,40.0099983215332
2004-09-04,40.0099983215332
2004-09-05,40.0099983215332
2004-09-06,40.0099983215332
2004-09-07,39.36000061035156
2004-09-08,38.810001373291016
2004-09-09,38.310001373291016
2004-09-10,38.79999923706055
2004-09-11,38.79999923706055
2004-09-12,38.79999923706055
2004-09-13,40.040000915527344
2004-09-14,42.75
2004-09-15,43.18000030517578
2004-09-16,44.27999877929688
2004-09-17,43.2599983215332
2004-09-18,43.2599983215332
2004-09-19,43.2599983215332
2004-09-20,43.9900016784668
2004-09-21,43.77000045776367
2004-09-22,43.2400016784668
2004-09-23,42.20000076293945
2004-09-24,41.90999984741211
2004-09-25,41.90999984741211
2004-09-26,41.90999984741211
2004-09-27,41.0099983215332
2004-09-28,40.33000183105469
2004-09-29,40.91999816894531
2004-09-30,41.27999877929688
2004-10-01,41.29999923706055
2004-10-02,41.29999923706055
2004-10-03,41.29999923706055
2004-10-04,41.68000030517578
2004-10-05,41.25
2004-10-06,41.40999984741211
2004-10-07,42.70000076293945
2004-10-08,41.18999862670898
2004-10-09,41.18999862670898
2004-10-10,41.18999862670898
2004-10-11,40.75
2004-10-12,40.58000183105469
2004-10-13,41.54999923706055
2004-10-14,39.54999923706055
2004-10-15,39.66999816894531
2004-10-16,39.66999816894531
2004-10-17,39.66999816894531
2004-10-18,39.47000122070313
2004-10-19,39.849998474121094
2004-10-20,38.59000015258789
2004-10-21,40.18999862670898
2004-10-22,36.79999923706055
2004-10-23,36.79999923706055
2004-10-24,36.79999923706055
2004-10-25,34.40999984741211
2004-10-26,34.259998321533196
2004-10-27,34.630001068115234
2004-10-28,34.77000045776367
2004-10-29,34.450000762939446
2004-10-30,34.450000762939446
2004-10-31,34.450000762939446
2004-11-01,35.150001525878906
2004-11-02,36.4900016784668
2004-11-03,37.61999893188477
2004-11-04,37.290000915527344
2004-11-05,37.38999938964844
2004-11-06,37.38999938964844
2004-11-07,37.38999938964844
2004-11-08,37.58000183105469
2004-11-09,37.810001373291016
2004-11-10,38.84000015258789
2004-11-11,39.0
2004-11-12,40.93999862670898
2004-11-13,40.93999862670898
2004-11-14,40.93999862670898
2004-11-15,41.5
2004-11-16,40.65999984741211
2004-11-17,40.59000015258789
2004-11-18,40.959999084472656
2004-11-19,39.43999862670898
2004-11-20,39.43999862670898
2004-11-21,39.43999862670898
2004-11-22,38.52999877929688
2004-11-23,39.68000030517578
2004-11-24,39.15999984741211
2004-11-25,39.15999984741211
2004-11-26,39.34000015258789
2004-11-27,39.34000015258789
2004-11-28,39.34000015258789
2004-11-29,39.61999893188477
2004-11-30,39.79999923706055
2004-12-01,40.0
2004-12-02,40.7400016784668
2004-12-03,40.459999084472656
2004-12-04,40.459999084472656
2004-12-05,40.459999084472656
2004-12-06,39.97999954223633
2004-12-07,39.75
2004-12-08,39.099998474121094
2004-12-09,39.95000076293945
2004-12-10,40.099998474121094
2004-12-11,40.099998474121094
2004-12-12,40.099998474121094
2004-12-13,40.27999877929688
2004-12-14,40.47000122070313
2004-12-15,41.0
2004-12-16,41.0
2004-12-17,40.22000122070313
2004-12-18,40.22000122070313
2004-12-19,40.22000122070313
2004-12-20,40.4900016784668
2004-12-21,39.41999816894531
2004-12-22,39.59000015258789
2004-12-23,39.52000045776367
2004-12-24,39.52000045776367
2004-12-25,39.52000045776367
2004-12-26,39.52000045776367
2004-12-27,42.93000030517578
2004-12-28,45.11999893188477
2004-12-29,45.68000030517578
2004-12-30,45.52999877929688
2004-12-31,45.4900016784668
2005-01-01,45.4900016784668
2005-01-02,45.4900016784668
2005-01-03,45.43999862670898
2005-01-04,43.2599983215332
2005-01-05,42.7599983215332
2005-01-06,42.25
2005-01-07,42.68999862670898
2005-01-08,42.68999862670898
2005-01-09,42.68999862670898
2005-01-10,42.959999084472656
2005-01-11,42.15999984741211
2005-01-12,42.47999954223633
2005-01-13,44.58000183105469
2005-01-14,44.65999984741211
2005-01-15,44.65999984741211
2005-01-16,44.65999984741211
2005-01-17,44.65999984741211
2005-01-18,45.0
2005-01-19,44.7400016784668
2005-01-20,43.959999084472656
2005-01-21,42.54999923706055
2005-01-22,42.54999923706055
2005-01-23,42.54999923706055
2005-01-24,41.95000076293945
2005-01-25,41.43999862670898
2005-01-26,41.79999923706055
2005-01-27,42.400001525878906
2005-01-28,43.0
2005-01-29,43.0
2005-01-30,43.0
2005-01-31,43.41999816894531
2005-02-01,43.27000045776367
2005-02-02,43.540000915527344
2005-02-03,35.88999938964844
2005-02-04,35.97999954223633
2005-02-05,35.97999954223633
2005-02-06,35.97999954223633
2005-02-07,35.84000015258789
2005-02-08,36.52000045776367
2005-02-09,36.79999923706055
2005-02-10,36.11000061035156
2005-02-11,35.95000076293945
2005-02-12,35.95000076293945
2005-02-13,35.95000076293945
2005-02-14,36.63000106811523
2005-02-15,36.45000076293945
2005-02-16,36.349998474121094
2005-02-17,35.849998474121094
2005-02-18,35.75
2005-02-19,35.75
2005-02-20,35.75
2005-02-21,35.75
2005-02-22,35.38999938964844
2005-02-23,34.970001220703125
2005-02-24,34.84999847412109
2005-02-25,35.22999954223633
2005-02-26,35.22999954223633
2005-02-27,35.22999954223633
2005-02-28,35.65999984741211
2005-03-01,35.40999984741211
2005-03-02,35.93000030517578
2005-03-03,35.959999084472656
2005-03-04,36.310001373291016
2005-03-05,36.310001373291016
2005-03-06,36.310001373291016
2005-03-07,36.400001525878906
2005-03-08,36.43000030517578
2005-03-09,35.93000030517578
2005-03-10,35.709999084472656
2005-03-11,34.86999893188477
2005-03-12,34.86999893188477
2005-03-13,34.86999893188477
2005-03-14,34.75
2005-03-15,34.84999847412109
2005-03-16,34.439998626708984
2005-03-17,34.439998626708984
2005-03-18,34.279998779296875
2005-03-19,34.279998779296875
2005-03-20,34.279998779296875
2005-03-21,34.630001068115234
2005-03-22,33.939998626708984
2005-03-23,33.84000015258789
2005-03-24,33.880001068115234
2005-03-25,33.880001068115234
2005-03-26,33.880001068115234
2005-03-27,33.880001068115234
2005-03-28,33.650001525878906
2005-03-29,34.150001525878906
2005-03-30,34.52000045776367
2005-03-31,34.549999237060554
2005-04-01,34.709999084472656
2005-04-02,34.709999084472656
2005-04-03,34.709999084472656
2005-04-04,35.18000030517578
2005-04-05,35.34000015258789
2005-04-06,35.20000076293945
2005-04-07,34.919998168945305
2005-04-08,34.93000030517578
2005-04-09,34.93000030517578
2005-04-10,34.93000030517578
2005-04-11,35.0
2005-04-12,34.639999389648445
2005-04-13,34.709999084472656
2005-04-14,34.5
2005-04-15,34.0
2005-04-16,34.0
2005-04-17,34.0
2005-04-18,33.580001831054695
2005-04-19,33.36999893188477
2005-04-20,33.759998321533196
2005-04-21,33.889999389648445
2005-04-22,33.630001068115234
2005-04-23,33.630001068115234
2005-04-24,33.630001068115234
2005-04-25,33.59000015258789
2005-04-26,33.97999954223633
2005-04-27,31.739999771118164
2005-04-28,32.919998168945305
2005-04-29,32.889999389648445
2005-04-30,32.889999389648445
2005-05-01,32.889999389648445
2005-05-02,33.279998779296875
2005-05-03,33.560001373291016
2005-05-04,34.11999893188477
2005-05-05,34.18000030517578
2005-05-06,34.689998626708984
2005-05-07,34.689998626708984
2005-05-08,34.689998626708984
2005-05-09,34.799999237060554
2005-05-10,34.470001220703125
2005-05-11,34.509998321533196
2005-05-12,34.11999893188477
2005-05-13,34.34999847412109
2005-05-14,34.34999847412109
2005-05-15,34.34999847412109
2005-05-16,34.77000045776367
2005-05-17,34.81999969482422
2005-05-18,35.970001220703125
2005-05-19,35.90999984741211
2005-05-20,35.599998474121094
2005-05-21,35.599998474121094
2005-05-22,35.599998474121094
2005-05-23,36.02000045776367
2005-05-24,35.56999969482422
2005-05-25,35.45000076293945
2005-05-26,35.68000030517578
2005-05-27,35.54999923706055
2005-05-28,35.54999923706055
2005-05-29,35.54999923706055
2005-05-30,35.54999923706055
2005-05-31,36.040000915527344
2005-06-01,36.9900016784668
2005-06-02,36.90999984741211
2005-06-03,36.5
2005-06-04,36.5
2005-06-05,36.5
2005-06-06,36.02000045776367
2005-06-07,36.20000076293945
2005-06-08,35.47999954223633
2005-06-09,35.279998779296875
2005-06-10,35.290000915527344
2005-06-11,35.290000915527344
2005-06-12,35.290000915527344
2005-06-13,35.40999984741211
2005-06-14,35.169998168945305
2005-06-15,35.40999984741211
2005-06-16,35.810001373291016
2005-06-17,36.06999969482422
2005-06-18,36.06999969482422
2005-06-19,36.06999969482422
2005-06-20,35.970001220703125
2005-06-21,35.810001373291016
2005-06-22,35.849998474121094
2005-06-23,35.560001373291016
2005-06-24,35.439998626708984
2005-06-25,35.439998626708984
2005-06-26,35.439998626708984
2005-06-27,35.049999237060554
2005-06-28,34.630001068115234
2005-06-29,34.06999969482422
2005-06-30,33.560001373291016
2005-07-01,33.27000045776367
2005-07-02,33.27000045776367
2005-07-03,33.27000045776367
2005-07-04,33.27000045776367
2005-07-05,34.47999954223633
2005-07-06,34.400001525878906
2005-07-07,34.509998321533196
2005-07-08,34.75
2005-07-09,34.75
2005-07-10,34.75
2005-07-11,35.68000030517578
2005-07-12,36.540000915527344
2005-07-13,36.54999923706055
2005-07-14,37.41999816894531
2005-07-15,37.5
2005-07-16,37.5
2005-07-17,37.5
2005-07-18,37.18999862670898
2005-07-19,38.16999816894531
2005-07-20,38.25
2005-07-21,39.75
2005-07-22,38.22999954223633
2005-07-23,38.22999954223633
2005-07-24,38.22999954223633
2005-07-25,39.040000915527344
2005-07-26,38.75
2005-07-27,43.7400016784668
2005-07-28,45.81000137329102
2005-07-29,45.75
2005-07-30,45.75
2005-07-31,45.75
2005-08-01,45.18999862670898
2005-08-02,46.97000122070313
2005-08-03,46.18000030517578
2005-08-04,45.77000045776367
2005-08-05,45.709999084472656
2005-08-06,45.709999084472656
2005-08-07,45.709999084472656
2005-08-08,45.9000015258789
2005-08-09,46.43999862670898
2005-08-10,45.56999969482422
2005-08-11,45.209999084472656
2005-08-12,45.72000122070313
2005-08-13,45.72000122070313
2005-08-14,45.72000122070313
2005-08-15,45.349998474121094
2005-08-16,44.93999862670898
2005-08-17,44.43000030517578
2005-08-18,43.900001525878906
2005-08-19,43.77000045776367
2005-08-20,43.77000045776367
2005-08-21,43.77000045776367
2005-08-22,44.27000045776367
2005-08-23,43.97000122070313
2005-08-24,43.31999969482422
2005-08-25,42.79999923706055
2005-08-26,42.63000106811523
2005-08-27,42.63000106811523
2005-08-28,42.63000106811523
2005-08-29,43.0
2005-08-30,42.709999084472656
2005-08-31,42.810001373291016
2005-09-01,42.97000122070313
2005-09-02,42.04999923706055
2005-09-03,42.04999923706055
2005-09-04,42.04999923706055
2005-09-05,42.04999923706055
2005-09-06,43.650001525878906
2005-09-07,44.29999923706055
2005-09-08,43.4900016784668
2005-09-09,43.20000076293945
2005-09-10,43.20000076293945
2005-09-11,43.20000076293945
2005-09-12,44.959999084472656
2005-09-13,44.38000106811523
